Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Possui_suite
Apartamento;Cosmos;2;1;0;40;450.0;220.0;;670.0;;Não
Apartamento;Jacarepaguá;2;1;0;55;1400.0;480.0;12.0;1880.0;22572.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;32;0;2010;100500.0;30928.0;13172.0;131428.0;1590308.0;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1400.0;1010.0;140.0;2410.0;29060.0;Sim
Apartamento;Laranjeiras;3;2;1;110;3500.0;900.0;184.0;4400.0;52984.0;Sim
Casa Comercial;Ipanema;0;0;0;30;2400.0;1450.0;200.0;3850.0;46400.0;Não
Apartamento;Recreio dos Bandeirantes;3;4;3;180;6000.0;950.0;540.0;6950.0;83940.0;Sim
Apartamento;Barra da Tijuca;4;2;4;247;6200.0;3242.0;620.0;9442.0;113924.0;Sim
Apartamento;Tijuca;3;1;1;90;1900.0;1100.0;84.0;3000.0;36084.0;Sim
Casa;Vila da Penha;2;0;0;50;700.0;;;;;Não
Apartamento;Campo Grande;4;1;1;90;2500.0;490.0;;2990.0;;Sim
Apartamento;Copacabana;2;0;0;73;2700.0;1115.0;;3815.0;;Não
Loja/Salão;Centro;0;0;0;220;48000.0;;995.0;;;Não
Apartamento;Barra da Tijuca;4;2;2;178;8891.0;2500.0;3500.0;11391.0;140192.0;Sim
Apartamento;Ipanema;3;2;2;348;30000.0;9772.0;1994.0;39772.0;479258.0;Sim
Apartamento;Catete;2;1;1;111;3600.0;1400.0;180.0;5000.0;60180.0;Sim
Apartamento;Barra da Tijuca;2;1;2;82;2000.0;800.0;;2800.0;;Sim
Apartamento;Barra da Tijuca;2;2;1;80;3000.0;1380.0;300.0;4380.0;52860.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1500.0;1340.0;257.0;2840.0;34337.0;Não
Conjunto Comercial/Sala;Méier;0;0;0;60;850.0;270.0;;1120.0;;Não
Apartamento;Leblon;3;0;0;105;4900.0;830.0;;5730.0;;Não
Conjunto Comercial/Sala;Copacabana;0;0;0;27;970.0;680.0;100.0;1650.0;19900.0;Não
Apartamento;Ipanema;2;1;0;75;3000.0;815.0;85.0;3815.0;45865.0;Não
Apartamento;Tijuca;2;1;1;82;2300.0;1100.0;;3400.0;;Sim
Apartamento;Lagoa;2;1;0;56;3500.0;1500.0;278.0;5000.0;60278.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1200.0;700.0;136.0;1900.0;22936.0;Não
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1500.0;680.0;82.0;2180.0;26242.0;Sim
Apartamento;Copacabana;2;1;0;87;3000.0;1000.0;181.0;4000.0;48181.0;Não
Conjunto Comercial/Sala;Glória;0;30;0;3006;390854.0;82290.0;;473144.0;;Não
Casa de Vila;Engenho de Dentro;2;1;0;60;1500.0;50.0;;1550.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1800.0;1373.0;328.0;3173.0;38404.0;Não
Apartamento;Encantado;2;1;0;70;1100.0;;;;;Não
Apartamento;Barra da Tijuca;3;1;1;106;3400.0;1400.0;4100.0;4800.0;61700.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;480.0;20.0;1280.0;15380.0;Não
Quitinete;Copacabana;1;0;0;27;950.0;605.0;;1555.0;;Não
Apartamento;Tijuca;2;1;1;89;2000.0;605.0;22.0;2605.0;31282.0;Sim
Apartamento;Campo Grande;2;0;0;50;850.0;;;;;Não
Apartamento;São Francisco Xavier;2;1;1;55;1300.0;500.0;135.0;1800.0;21735.0;Sim
Apartamento;Barra da Tijuca;1;1;1;52;1700.0;2640.0;555.0;4340.0;52635.0;Sim
Apartamento;Recreio dos Bandeirantes;3;3;1;377;1900.0;2430.0;813.0;4330.0;52773.0;Sim
Apartamento;Recreio dos Bandeirantes;3;2;2;89;2500.0;950.0;;3450.0;;Sim
Conjunto Comercial/Sala;Centro;0;18;0;2167;173411.0;36850.0;;210261.0;;Não
Apartamento;Copacabana;3;1;1;146;6000.0;1470.0;387.0;7470.0;90027.0;Sim
Apartamento;Copacabana;3;2;1;115;3900.0;1434.0;397.0;5334.0;64405.0;Sim
Apartamento;Leblon;3;3;2;200;10300.0;1700.0;596.0;12000.0;144596.0;Sim
Apartamento;Glória;1;0;0;46;1200.0;447.0;;1647.0;;Não
Apartamento;Barra da Tijuca;3;2;1;168;3900.0;2048.0;;5948.0;;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;1;102;1900.0;480.0;180.0;2380.0;28740.0;Sim
Apartamento;Rio Comprido;3;1;1;89;1600.0;741.0;38.0;2341.0;28130.0;Sim
Conjunto Comercial/Sala;Centro;0;1;0;170;3000.0;2800.0;700.0;5800.0;70300.0;Não
Casa Comercial;Laranjeiras;6;0;0;900;42000.0;;;;;Não
Apartamento;Tijuca;2;0;0;61;1500.0;481.0;;1981.0;;Não
Apartamento;Barra da Tijuca;3;2;3;120;3000.0;1200.0;350.0;4200.0;50750.0;Sim
Apartamento;Méier;1;0;0;32;900.0;180.0;;1080.0;;Não
Apartamento;Copacabana;2;0;1;55;3100.0;650.0;80.0;3750.0;45080.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;74;3200.0;550.0;350.0;3750.0;45350.0;Não
Box/Garagem;Catete;0;0;0;0;350.0;;;;;Não
Loja/Salão;Centro;0;0;0;45;3500.0;2201.0;370.0;5701.0;68782.0;Não
Galpão/Depósito/Armazém;Pavuna;0;0;0;6818;170450.0;22794.0;8181.0;193244.0;2327109.0;Não
Conjunto Comercial/Sala;Centro;0;1;0;320;9900.0;3200.0;1306.0;13100.0;158506.0;Não
Conjunto Comercial/Sala;Botafogo;0;0;0;500;;10.0;;;;Não
Apartamento;Barra da Tijuca;4;4;4;565;20000.0;4800.0;1.0;24800.0;297601.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;35;1200.0;1250.0;250.0;2450.0;29650.0;Não
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;250;5000.0;;;;;Não
Quitinete;Copacabana;1;0;0;20;1000.0;318.0;;1318.0;;Não
Apartamento;Copacabana;3;1;0;105;4500.0;1470.0;140.0;5970.0;71780.0;Não
Loja/Salão;Barra da Tijuca;0;1;0;92;6000.0;2300.0;5083.0;8300.0;104683.0;Não
Apartamento;Pechincha;1;1;0;63;1250.0;560.0;;1810.0;;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1171.0;195.0;2771.0;33447.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;95;4500.0;2080.0;626.0;6580.0;79586.0;Não
Apartamento;Barra da Tijuca;2;1;1;74;1900.0;1190.0;215.0;3090.0;37295.0;Sim
Apartamento;Lagoa;2;0;0;50;2800.0;550.0;110.0;3350.0;40310.0;Não
Apartamento;Jacarepaguá;3;1;1;103;2600.0;1450.0;1200.0;4050.0;49800.0;Sim
Apartamento;Campo Grande;2;0;0;48;500.0;290.0;;790.0;;Não
Quitinete;Copacabana;1;0;0;27;1190.0;230.0;19.0;1420.0;17059.0;Não
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;1100.0;398.0;89.0;1498.0;18065.0;Não
Apartamento;Cachambi;2;1;0;68;900.0;600.0;;1500.0;;Não
Quitinete;Copacabana;1;0;0;25;1600.0;584.0;55.0;2184.0;26263.0;Não
Galpão/Depósito/Armazém;Taquara;0;15;0;5000;38000.0;;810.0;;;Não
Conjunto Comercial/Sala;Botafogo;0;4;0;800;96000.0;;;;;Não
Apartamento;Tijuca;3;0;0;90;1200.0;828.0;;2028.0;;Não
Apartamento;Tijuca;4;2;2;253;4000.0;2100.0;530.0;6100.0;73730.0;Sim
Quitinete;Copacabana;1;0;0;27;1390.0;420.0;25.0;1810.0;21745.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;42;800.0;695.0;;1495.0;;Não
Apartamento;Botafogo;3;1;1;130;2650.0;1250.0;220.0;3900.0;47020.0;Sim
Conjunto Comercial/Sala;Taquara;0;1;0;24;965.0;252.0;;1217.0;;Não
Conjunto Comercial/Sala;Pechincha;0;1;0;20;700.0;418.0;67.0;1118.0;13483.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;28;1500.0;500.0;;2000.0;;Não
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;212;4500.0;1663.0;3660.0;6163.0;77616.0;Sim
Apartamento;Copacabana;4;0;1;160;5000.0;840.0;;5840.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;581;29050.0;15640.0;2504.0;44690.0;538784.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;38;0;1904;190400.0;;;;;Não
Casa de Condomínio;Joá;4;3;1;300;6900.0;1200.0;500.0;8100.0;97700.0;Sim
Casa de Vila;Tijuca;2;0;0;95;2000.0;;100.0;;;Não
Apartamento;Barra da Tijuca;4;3;2;246;7000.0;2000.0;4800.0;9000.0;112800.0;Sim
Apartamento;Leme;1;0;0;80;3000.0;600.0;;3600.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;900.0;999.0;156.0;1899.0;22944.0;Não
Apartamento;Flamengo;1;0;0;42;1450.0;550.0;54.0;2000.0;24054.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;430;30000.0;4742.0;;34742.0;;Não
Conjunto Comercial/Sala;Santo Cristo;0;1;0;28;1500.0;464.0;50.0;1964.0;23618.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;50;1700.0;589.0;1561.0;2289.0;29029.0;Não
Apartamento;Leblon;2;0;0;60;2200.0;546.0;108.0;2746.0;33060.0;Não
Apartamento;Copacabana;1;0;0;55;2700.0;;;;;Não
Conjunto Comercial/Sala;Campo Grande;0;0;0;28;750.0;;;;;Não
Apartamento;Barra da Tijuca;4;2;1;124;3300.0;1605.0;2980.0;4905.0;61840.0;Sim
Apartamento;Botafogo;3;2;1;120;3650.0;1490.0;;5140.0;;Sim
Apartamento;Madureira;1;1;0;50;650.0;450.0;;1100.0;;Não
Apartamento;Ipanema;2;1;0;70;4000.0;950.0;2000.0;4950.0;61400.0;Não
Apartamento;Botafogo;5;2;2;622;15000.0;3545.0;1514.0;18545.0;224054.0;Sim
Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;1862.0;26000.0;313862.0;Sim
Apartamento;Copacabana;3;0;0;110;2700.0;950.0;20.0;3650.0;43820.0;Não
Apartamento;Flamengo;5;1;1;260;5500.0;2200.0;721.0;7700.0;93121.0;Sim
Apartamento;Ipanema;4;2;1;200;10900.0;3700.0;;14600.0;;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;169;1900.0;1269.0;;3169.0;;Sim
Apartamento;Ipanema;3;1;1;275;7000.0;3150.0;899.0;10150.0;122699.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;179;5500.0;2960.0;560.0;8460.0;102080.0;Não
Loja/Salão;Barra da Tijuca;0;1;0;99;8000.0;1360.0;;9360.0;;Não
Conjunto Comercial/Sala;Bonsucesso;0;0;0;20;600.0;390.0;33.0;990.0;11913.0;Não
Apartamento;Vila Isabel;2;1;0;75;2000.0;500.0;108.0;2500.0;30108.0;Não
Conjunto Comercial/Sala;Campo Grande;0;1;0;40;1050.0;115.0;154.0;1165.0;14134.0;Não
Apartamento;Leme;1;0;1;70;4500.0;1180.0;700.0;5680.0;68860.0;Sim
Apartamento;Coelho Neto;2;0;0;48;700.0;80.0;;780.0;;Não
Conjunto Comercial/Sala;Centro;0;18;0;1141;62743.0;22302.0;2977.0;85045.0;1023517.0;Não
Loja/Salão;Centro;0;0;0;400;18000.0;;300.0;;;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;180;2000.0;1100.0;350.0;3100.0;37550.0;Sim
Quitinete;Leme;1;0;0;18;1100.0;490.0;;1590.0;;Não
Casa;Vigário Geral;2;0;1;176;1300.0;;;;;Sim
Apartamento;Jacarepaguá;2;1;0;50;950.0;305.0;;1255.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;36;800.0;575.0;;1375.0;;Não
Apartamento;Ipanema;2;1;0;76;3600.0;528.0;;4128.0;;Não
Apartamento;Taquara;2;1;0;52;1000.0;508.0;14.0;1508.0;18110.0;Não
Apartamento;Barra da Tijuca;2;1;1;83;3000.0;1687.0;193.0;4687.0;56437.0;Sim
Conjunto Comercial/Sala;Botafogo;0;3;0;242;18000.0;9383.0;1642.0;27383.0;330238.0;Não
Conjunto Comercial/Sala;Botafogo;0;5;0;197;18741.0;;;;;Não
Apartamento;Campo Grande;2;1;1;80;1300.0;200.0;70.0;1500.0;18070.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;100;4000.0;3500.0;477.0;7500.0;90477.0;Não
Apartamento;Jacarepaguá;2;1;1;80;2100.0;1350.0;80.0;3450.0;41480.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;286;13200.0;1820.0;13161.0;15020.0;193401.0;Não
Casa;Campo Grande;2;2;1;80;1700.0;;2.0;;;Sim
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;153.0;2695.0;32493.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;135;10000.0;4900.0;;14900.0;;Não
Apartamento;Barra da Tijuca;3;1;1;92;2300.0;600.0;152.0;2900.0;34952.0;Sim
Apartamento;Ipanema;4;2;1;270;18000.0;2750.0;700.0;20750.0;249700.0;Sim
Apartamento;Tijuca;3;0;0;115;1800.0;400.0;168.0;2200.0;26568.0;Não
Apartamento;Engenho Novo;2;0;0;59;800.0;360.0;15.0;1160.0;13935.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;370;22000.0;10528.0;2071.0;32528.0;392407.0;Não
Apartamento;Recreio dos Bandeirantes;3;3;2;200;3500.0;630.0;620.0;4130.0;50180.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;130;12000.0;5351.0;2962.0;17351.0;211174.0;Não
Casa de Condomínio;Barra da Tijuca;4;4;4;220;7000.0;1215.0;36720.0;8215.0;135300.0;Sim
Apartamento;Leblon;1;1;1;88;5500.0;1500.0;362.0;7000.0;84362.0;Sim
Apartamento;Cachambi;2;1;0;55;1200.0;185.0;;1385.0;;Não
Apartamento;Gávea;1;1;1;50;2300.0;820.0;150.0;3120.0;37590.0;Sim
Apartamento;Barra da Tijuca;1;0;0;38;1000.0;410.0;15.0;1410.0;16935.0;Não
Casa;Recreio dos Bandeirantes;4;5;3;600;12000.0;;600.0;;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;152;2000.0;2900.0;570.0;4900.0;59370.0;Não
Apartamento;Barra da Tijuca;2;2;2;140;6500.0;2780.0;630.0;9280.0;111990.0;Sim
Apartamento;Ipanema;4;2;1;350;17000.0;5000.0;800.0;22000.0;264800.0;Sim
Loja Shopping/ Ct Comercial;Jacarepaguá;0;0;0;160;6000.0;1200.0;750.0;7200.0;87150.0;Não
Apartamento;Flamengo;3;0;0;250;15000.0;1900.0;;16900.0;;Não
Prédio Inteiro;Bonsucesso;0;3;0;1617;33000.0;;29241.0;;;Não
Apartamento;Ipanema;4;2;1;180;8500.0;1796.0;;10296.0;;Sim
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;;;;;Não
Loja/Salão;Vila Isabel;0;0;0;90;4500.0;;;;;Não
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0;5130.0;61814.0;Sim
Apartamento;Ipanema;3;2;1;190;6600.0;2200.0;380.0;8800.0;105980.0;Sim
Apartamento;Ipanema;3;1;0;107;5000.0;2550.0;387.0;7550.0;90987.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;381;10000.0;10166.0;745.0;20166.0;242737.0;Não
Apartamento;Icaraí;1;0;0;40;1200.0;485.0;107.0;1685.0;20327.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;108;4000.0;1287.0;520.0;5287.0;63964.0;Não
Apartamento;Barra da Tijuca;2;2;2;130;5700.0;742.0;450.0;6442.0;77754.0;Sim
Casa de Condomínio;Barra da Tijuca;4;2;4;450;7000.0;1150.0;750.0;8150.0;98550.0;Sim
Apartamento;Jacarepaguá;2;1;1;77;2000.0;700.0;77.0;2700.0;32477.0;Sim
Conjunto Comercial/Sala;Pechincha;0;0;0;50;1800.0;750.0;;2550.0;;Não
Apartamento;Tijuca;3;0;0;96;2500.0;714.0;900.0;3214.0;39468.0;Não
Apartamento;Bonsucesso;1;0;0;62;800.0;270.0;;1070.0;;Não
Casa de Vila;Realengo;1;0;0;70;750.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;155;10000.0;7989.0;796.0;17989.0;216664.0;Não
Apartamento;Recreio dos Bandeirantes;2;2;1;65;1500.0;830.0;150.0;2330.0;28110.0;Sim
Galpão/Depósito/Armazém;Pavuna;0;0;0;1800;20000.0;;;;;Não
Apartamento;Barra da Tijuca;3;2;2;134;4000.0;1800.0;290.0;5800.0;69890.0;Sim
Apartamento;Barra da Tijuca;3;2;2;140;4000.0;1880.0;327.0;5880.0;70887.0;Sim
Loja/Salão;Barra da Tijuca;0;1;0;54;1600.0;980.0;;2580.0;;Não
Apartamento;Barra da Tijuca;4;2;1;168;4300.0;1993.0;;6293.0;;Sim
Apartamento;Vila Isabel;1;0;1;45;1100.0;500.0;24.0;1600.0;19224.0;Sim
Casa;Urca;4;2;4;330;21000.0;;4200.0;;;Sim
Apartamento;Barra da Tijuca;3;3;1;238;12000.0;2700.0;;14700.0;;Sim
Apartamento;Madureira;2;1;0;75;800.0;315.0;70.0;1115.0;13450.0;Não
Loja/Salão;Ipanema;0;0;0;200;30000.0;;;;;Não
Apartamento;Lagoa;3;2;1;400;15000.0;3840.0;1820.0;18840.0;227900.0;Sim
Galpão/Depósito/Armazém;Jardim América;0;0;0;1150;9000.0;;1267.0;;;Não
Apartamento;Tijuca;3;2;0;140;2400.0;970.0;;3370.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;156;8525.0;1055.0;5222.0;9580.0;120182.0;Não
Casa de Condomínio;Taquara;2;0;2;90;1800.0;200.0;357.0;2000.0;24357.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;700.0;650.0;190.0;1350.0;16390.0;Não
Apartamento;Copacabana;3;1;0;128;4000.0;1230.0;;5230.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;158;15500.0;3147.0;804.0;18647.0;224568.0;Não
Apartamento;Riachuelo;1;0;0;53;1000.0;217.0;;1217.0;;Não
Apartamento;Engenho Novo;1;1;0;40;1150.0;310.0;;1460.0;;Não
Apartamento;Barra da Tijuca;3;2;2;160;4800.0;1550.0;526.0;6350.0;76726.0;Sim
Casa;Barra da Tijuca;2;2;1;74;2500.0;770.0;;3270.0;;Sim
Apartamento;Barra da Tijuca;1;1;0;50;6300.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;5;299.0;;;;;Não
Apartamento;Campo Grande;2;0;0;55;500.0;60.0;;560.0;;Não
Apartamento;Jardim Botânico;3;1;0;90;2300.0;1063.0;218.0;3363.0;40574.0;Não
Apartamento;Lagoa;2;1;1;81;4200.0;690.0;330.0;4890.0;59010.0;Sim
Apartamento;Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0;1750.0;21073.0;Sim
Apartamento;Leblon;4;3;2;245;13500.0;3200.0;10500.0;16700.0;210900.0;Sim
Apartamento;Lagoa;2;2;1;75;5700.0;2600.0;;8300.0;;Sim
Apartamento;Centro;1;0;0;38;1000.0;335.0;175.0;1335.0;16195.0;Não
Apartamento;Botafogo;2;1;0;71;2700.0;700.0;76.0;3400.0;40876.0;Não
Apartamento;Flamengo;4;1;2;250;6450.0;1780.0;620.0;8230.0;99380.0;Sim
Apartamento;Barra da Tijuca;2;1;1;68;2000.0;880.0;;2880.0;;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;64;1400.0;1062.0;;2462.0;;Sim
Apartamento;Vargem Pequena;3;2;1;79;1600.0;500.0;;2100.0;;Sim
Apartamento;Barra da Tijuca;3;1;1;107;2500.0;1248.0;328.0;3748.0;45304.0;Sim
Apartamento;Barra da Tijuca;4;3;3;173;5500.0;2450.0;395.0;7950.0;95795.0;Sim
Apartamento;Cachambi;2;1;0;68;1000.0;600.0;;1600.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;56;900.0;1000.0;87.0;1900.0;22887.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;67;3500.0;1600.0;;5100.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;1000.0;409.0;56.0;1409.0;16964.0;Não
Apartamento;Rocha;2;0;0;65;1100.0;490.0;;1590.0;;Não
Apartamento;Barra da Tijuca;3;2;1;110;2700.0;1350.0;25.0;4050.0;48625.0;Sim
Apartamento;Barra da Tijuca;4;3;3;260;9600.0;3500.0;480.0;13100.0;157680.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;1000.0;400.0;;1400.0;;Não
Casa de Condomínio;Barra da Tijuca;4;4;2;410;7500.0;1055.0;1190.0;8555.0;103850.0;Sim
Galpão/Depósito/Armazém;Recreio dos Bandeirantes;0;1;0;15;990.0;;;;;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;3;0;58;4500.0;500.0;890.0;5000.0;60890.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;20;1397.0;;;;;Não
Apartamento;Barra da Tijuca;4;3;2;200;5800.0;2250.0;480.0;8050.0;97080.0;Sim
Apartamento;Barra da Tijuca;3;2;1;106;8000.0;2700.0;600.0;10700.0;129000.0;Sim
Apartamento;Ipanema;3;1;1;98;5800.0;1750.0;145.0;7550.0;90745.0;Sim
Apartamento;Andaraí;2;1;0;82;1900.0;721.0;103.0;2621.0;31555.0;Não
Apartamento;Vila da Penha;1;1;0;48;1200.0;150.0;;1350.0;;Não
Apartamento;Recreio dos Bandeirantes;2;1;2;106;2100.0;525.0;;2625.0;;Sim
Apartamento;Santa Teresa;2;0;0;115;2500.0;1312.0;21.0;3812.0;45765.0;Não
Apartamento;Leblon;4;3;1;177;9000.0;2420.0;;11420.0;;Sim
Conjunto Comercial/Sala;Ipanema;0;0;0;70;5000.0;2000.0;462.0;7000.0;84462.0;Não
Casa;Andaraí;3;0;0;125;2900.0;;96.0;;;Não
Apartamento;Gávea;2;0;0;70;3800.0;988.0;138.0;4788.0;57594.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;27;800.0;501.0;;1301.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;57;1900.0;850.0;;2750.0;;Não
Apartamento;Leblon;3;1;1;115;5200.0;700.0;300.0;5900.0;71100.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;478;18000.0;3199.0;1520.0;21199.0;255908.0;Não
Apartamento;Barra da Tijuca;3;2;3;112;3000.0;1480.0;3800.0;4480.0;57560.0;Sim
Quitinete;Leme;1;0;0;22;1400.0;550.0;24.0;1950.0;23424.0;Não
Apartamento;Barra da Tijuca;2;1;2;80;2300.0;980.0;174.0;3280.0;39534.0;Sim
Apartamento;Méier;2;1;1;97;1200.0;350.0;77.0;1550.0;18677.0;Sim
Apartamento;Gávea;3;1;3;144;8500.0;1800.0;310.0;10300.0;123910.0;Sim
Apartamento;Copacabana;1;0;0;35;2000.0;;;;;Não
Quitinete;Centro;1;0;0;25;900.0;340.0;15.0;1240.0;14895.0;Não
Apartamento;Vila da Penha;3;1;1;65;1000.0;720.0;;1720.0;;Sim
Apartamento;Tijuca;1;0;0;52;1300.0;558.0;49.0;1858.0;22345.0;Não
Apartamento;Irajá;2;1;0;54;1100.0;450.0;60.0;1550.0;18660.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;460;13900.0;4600.0;2020.0;18500.0;224020.0;Não
Casa de Vila;Tanque;2;1;1;120;1800.0;40.0;25.0;1840.0;22105.0;Sim
Apartamento;Ipanema;4;0;2;230;13000.0;2820.0;1001.0;15820.0;190841.0;Sim
Apartamento;Engenho da Rainha;2;0;0;40;785.0;65.0;;850.0;;Não
Apartamento;Maracanã;2;1;1;85;2800.0;740.0;141.0;3540.0;42621.0;Sim
Loja/Salão;Taquara;0;1;0;81;5200.0;;;;;Não
Conjunto Comercial/Sala;Bonsucesso;0;0;0;25;650.0;180.0;34.0;830.0;9994.0;Não
Apartamento;Lagoa;1;1;0;90;5500.0;2163.0;453.0;7663.0;92409.0;Não
Prédio Inteiro;Gamboa;0;0;0;2188;140760.0;;4029.0;;;Não
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;;10100.0;;Sim
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;22;900.0;480.0;112.0;1380.0;16672.0;Não
Apartamento;Barra da Tijuca;3;1;1;80;3000.0;1360.0;;4360.0;;Sim
Apartamento;Botafogo;1;1;1;60;2000.0;550.0;120.0;2550.0;30720.0;Sim
Quitinete;Copacabana;1;0;0;35;2500.0;1.0;1.0;2501.0;30013.0;Não
Conjunto Comercial/Sala;Cidade Nova;0;12;0;1849;129460.0;45311.0;3236.0;174771.0;2100488.0;Não
Apartamento;Leblon;2;1;1;95;4500.0;1900.0;440.0;6400.0;77240.0;Sim
Prédio Inteiro;Ipanema;0;0;0;200;20000.0;;327.0;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;135;4000.0;1500.0;706.0;5500.0;66706.0;Não
Apartamento;Tijuca;2;1;0;81;2000.0;950.0;;2950.0;;Não
Apartamento;Copacabana;2;0;0;47;1900.0;665.0;78.0;2565.0;30858.0;Não
Apartamento;Campo Grande;3;1;0;45;1100.0;280.0;;1380.0;;Não
Apartamento;Recreio dos Bandeirantes;5;4;5;380;15000.0;1480.0;;16480.0;;Sim
Casa;Rio Comprido;8;0;0;412;4000.0;;958.0;;;Não
Apartamento;Tijuca;2;1;1;126;2200.0;865.0;153.0;3065.0;36933.0;Sim
Apartamento;Flamengo;3;1;1;85;3650.0;1203.0;140.0;4853.0;58376.0;Sim
Apartamento;Arpoador;2;1;1;130;5300.0;986.0;200.0;6286.0;75632.0;Sim
Apartamento;Botafogo;2;0;0;70;1900.0;600.0;20.0;2500.0;30020.0;Não
Apartamento;Copacabana;1;0;0;45;1800.0;700.0;25.0;2500.0;30025.0;Não
Apartamento;Laranjeiras;3;0;1;127;2400.0;1120.0;;3520.0;;Sim
Apartamento;Leblon;3;0;0;90;3500.0;950.0;;4450.0;;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;160.0;2650.0;31960.0;Sim
Apartamento;Barra da Tijuca;2;1;0;88;3300.0;650.0;199.0;3950.0;47599.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;52;980.0;1177.0;;2157.0;;Não
Apartamento;Lagoa;4;3;1;200;7000.0;2000.0;909.0;9000.0;108909.0;Sim
Apartamento;Copacabana;1;0;0;35;1500.0;484.0;24.0;1984.0;23832.0;Não
Apartamento;Copacabana;3;0;0;160;2800.0;1244.0;;4044.0;;Não
Flat;Ipanema;2;1;1;90;7500.0;2500.0;400.0;10000.0;120400.0;Sim
Apartamento;Campo Grande;2;0;0;50;550.0;330.0;;880.0;;Não
Conjunto Comercial/Sala;Camorim;0;1;0;31;500.0;540.0;112.0;1040.0;12592.0;Não
Apartamento;Copacabana;2;0;0;65;2600.0;700.0;115.0;3300.0;39715.0;Não
Apartamento;Leblon;3;2;1;179;5000.0;3990.0;485.0;8990.0;108365.0;Sim
Apartamento;Vila Isabel;2;0;0;60;1300.0;420.0;20.0;1720.0;20660.0;Não
Apartamento;Jacarepaguá;3;1;1;92;3300.0;1250.0;100.0;4550.0;54700.0;Sim
