Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Possui_suite
Conjunto Comercial/Sala;Copacabana;0;0;0;60;2000.0;1000.0;104.0;3000.0;36104.0;Não
Apartamento;Botafogo;2;1;0;60;2400.0;630.0;130.0;3030.0;36490.0;Não
Apartamento;Tijuca;3;1;0;86;1900.0;675.0;110.0;2575.0;31010.0;Não
Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;923.0;13200.0;159323.0;Sim
Apartamento;Barra da Tijuca;3;2;1;137;4500.0;1412.0;400.0;5912.0;71344.0;Sim
Casa;Botafogo;4;2;0;221;13000.0;;;;;Não
Apartamento;Copacabana;2;0;0;81;2380.0;400.0;;2780.0;;Não
Quitinete;Glória;1;0;0;26;900.0;402.0;;1302.0;;Não
Apartamento;Cachambi;2;1;1;54;1200.0;500.0;;1700.0;;Sim
Terreno Padrão;Penha Circular;0;0;0;9080;22000.0;;17018.0;;;Não
Apartamento;Jacarepaguá;2;1;1;75;1450.0;650.0;75.0;2100.0;25275.0;Sim
Casa;Jardim Botânico;5;5;4;450;35000.0;;1540.0;;;Sim
Apartamento;Barra da Tijuca;4;2;2;180;11500.0;2000.0;;13500.0;;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;27;1200.0;800.0;;2000.0;;Não
Conjunto Comercial/Sala;Del Castilho;0;2;0;61;2300.0;1550.0;;3850.0;;Não
Apartamento;Ipanema;3;1;1;140;7200.0;2967.0;;10167.0;;Sim
Loja/Salão;Recreio dos Bandeirantes;0;0;0;98;4000.0;760.0;;4760.0;;Não
Apartamento;Ipanema;2;0;0;63;4000.0;712.0;172.0;4712.0;56716.0;Não
Apartamento;Recreio dos Bandeirantes;3;3;2;170;2000.0;853.0;100.0;2853.0;34336.0;Sim
Apartamento;Copacabana;3;0;1;160;3900.0;726.0;122.0;4626.0;55634.0;Sim
Apartamento;Tijuca;2;1;0;64;1700.0;939.0;23.0;2639.0;31691.0;Não
Quitinete;Piedade;1;0;0;35;670.0;;;;;Não
Apartamento;Flamengo;3;1;1;100;3700.0;660.0;182.0;4360.0;52502.0;Sim
Apartamento;Botafogo;3;1;0;94;3400.0;1400.0;1400.0;4800.0;59000.0;Não
Loja/Salão;Centro;0;1;0;360;18000.0;6432.0;1562.0;24432.0;294746.0;Não
Casa;Vila Kosmos;2;0;2;63;2300.0;;;;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;771;65538.0;14927.0;2883.0;80465.0;968463.0;Não
Conjunto Comercial/Sala;Tijuca;0;0;0;30;780.0;634.0;84.0;1414.0;17052.0;Não
Apartamento;Leblon;2;1;0;93;3500.0;1490.0;158.0;4990.0;60038.0;Não
Apartamento;Praça da Bandeira;2;1;0;81;2200.0;945.0;94.0;3145.0;37834.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;550;10000.0;7180.0;1733.0;17180.0;207893.0;Não
Flat;Botafogo;1;0;0;55;2800.0;1171.0;1195.0;3971.0;48847.0;Não
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;797.0;672.0;3397.0;41436.0;Sim
Loja/Salão;Marechal Hermes;0;0;0;100;5800.0;;;;;Não
Apartamento;Barra da Tijuca;2;1;0;80;3000.0;2000.0;220.0;5000.0;60220.0;Não
Apartamento;Barra da Tijuca;2;1;1;80;2100.0;1165.0;114.0;3265.0;39294.0;Sim
Apartamento;Jardim Botânico;2;1;1;80;3000.0;1500.0;160.0;4500.0;54160.0;Sim
Apartamento;Leblon;3;1;1;190;9500.0;3000.0;610.0;12500.0;150610.0;Sim
Apartamento;Ipanema;2;1;2;86;14000.0;4250.0;590.0;18250.0;219590.0;Sim
Apartamento;Campo Grande;2;1;0;70;900.0;390.0;;1290.0;;Não
Loja/Salão;Barra da Tijuca;0;2;0;90;3400.0;1192.0;462.0;4592.0;55566.0;Não
Quitinete;Ipanema;1;0;1;45;2200.0;560.0;50.0;2760.0;33170.0;Sim
Conjunto Comercial/Sala;Centro;0;6;0;988;93860.0;25700.0;;119560.0;;Não
Apartamento;Campo Grande;2;1;1;60;1175.0;460.0;;1635.0;;Sim
Casa de Vila;Campo Grande;1;0;0;50;550.0;;;;;Não
Apartamento;Barra da Tijuca;2;2;1;83;2300.0;983.0;348.0;3283.0;39744.0;Sim
Apartamento;Irajá;2;0;0;44;650.0;110.0;;760.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;600;45000.0;10200.0;2400.0;55200.0;664800.0;Não
Apartamento;Flamengo;4;1;2;400;5000.0;2000.0;735.0;7000.0;84735.0;Sim
Casa de Condomínio;Vargem Grande;5;3;5;350;4500.0;400.0;1.0;4900.0;58801.0;Sim
Apartamento;Leblon;2;0;0;70;5000.0;1000.0;137.0;6000.0;72137.0;Não
Apartamento;Ipanema;3;1;1;170;6000.0;2000.0;415.0;8000.0;96415.0;Sim
Apartamento;Ipanema;3;3;3;169;9000.0;2000.0;620.0;11000.0;132620.0;Sim
Apartamento;Ipanema;4;2;2;330;17000.0;7950.0;1675.0;24950.0;301075.0;Sim
Apartamento;Leblon;4;2;1;140;8500.0;1960.0;350.0;10460.0;125870.0;Sim
Prédio Inteiro;Centro;0;10;0;860;9800.0;;;;;Não
Loja/Salão;Centro;0;0;0;60;7800.0;;;;;Não
Box/Garagem;Ipanema;0;1;0;5;400.0;;;;;Não
Apartamento;Barra da Tijuca;2;1;1;105;5500.0;2800.0;590.0;8300.0;100190.0;Sim
Apartamento;Flamengo;2;1;1;80;2900.0;700.0;128.0;3600.0;43328.0;Sim
Loja/Salão;Centro;0;0;0;150;24000.0;;70.0;;;Não
Prédio Inteiro;Ramos;0;10;0;3211;35000.0;;;;;Não
Apartamento;Jacarepaguá;3;2;1;115;4200.0;1400.0;186.0;5600.0;67386.0;Sim
Casa;Pavuna;2;0;0;40;500.0;;;;;Não
Quitinete;Flamengo;0;0;0;34;1300.0;400.0;69.0;1700.0;20469.0;Não
Apartamento;Barra da Tijuca;2;2;1;200;9500.0;1700.0;530.0;11200.0;134930.0;Sim
Conjunto Comercial/Sala;Centro;0;18;0;970;87255.0;26893.0;2666.0;114148.0;1372442.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;150;9000.0;5453.0;1216.0;14453.0;174652.0;Não
Apartamento;Ipanema;2;1;0;80;3600.0;916.0;200.0;4516.0;54392.0;Não
Apartamento;Braz de Pina;2;0;0;40;800.0;160.0;;960.0;;Não
Apartamento;Jardim Botânico;2;2;1;74;2950.0;1423.0;251.0;4373.0;52727.0;Sim
Conjunto Comercial/Sala;Ipanema;0;0;0;68;6000.0;966.0;61.0;6966.0;83653.0;Não
Apartamento;Méier;2;1;0;63;1100.0;529.0;34.0;1629.0;19582.0;Não
Apartamento;Laranjeiras;3;0;0;80;2200.0;330.0;89.0;2530.0;30449.0;Não
Apartamento;Recreio dos Bandeirantes;1;1;0;50;2100.0;860.0;;2960.0;;Não
Conjunto Comercial/Sala;Centro;0;9;0;1096;87680.0;18632.0;;106312.0;;Não
Apartamento;Ipanema;4;2;1;200;8000.0;1650.0;750.0;9650.0;116550.0;Sim
Apartamento;Vila Isabel;2;1;0;87;1600.0;503.0;20.0;2103.0;25256.0;Não
Conjunto Comercial/Sala;Copacabana;0;0;0;32;1250.0;451.0;;1701.0;;Não
Apartamento;Barra da Tijuca;2;1;1;82;2000.0;1220.0;190.0;3220.0;38830.0;Sim
Casa de Condomínio;Barra da Tijuca;5;2;4;285;9500.0;600.0;500.0;10100.0;121700.0;Sim
Apartamento;Gávea;1;1;0;50;2500.0;810.0;131.0;3310.0;39851.0;Não
Apartamento;Copacabana;3;0;0;130;3450.0;1384.0;;4834.0;;Não
Quitinete;Copacabana;1;0;0;23;1200.0;430.0;25.0;1630.0;19585.0;Não
Terreno Padrão;Anchieta;0;0;0;2900;20000.0;;;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;64;2500.0;1750.0;112.0;4250.0;51112.0;Não
Apartamento;Leblon;3;1;1;100;5500.0;1323.0;243.0;6823.0;82119.0;Sim
Conjunto Comercial/Sala;Tijuca;0;0;0;29;1000.0;533.0;83.0;1533.0;18479.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;34;700.0;400.0;84.0;1100.0;13284.0;Não
Apartamento;Barra da Tijuca;2;2;1;86;1900.0;1300.0;115.0;3200.0;38515.0;Sim
Apartamento;Copacabana;5;2;2;389;13640.0;3825.0;1153.0;17465.0;210733.0;Sim
Galpão/Depósito/Armazém;Guadalupe;0;0;0;19603;65000.0;;8700.0;;;Não
Apartamento;Barra da Tijuca;4;3;4;266;15000.0;3700.0;692.0;18700.0;225092.0;Sim
Loja/Salão;Taquara;0;1;0;6077;3000.0;900.0;;3900.0;;Não
Apartamento;Ipanema;2;1;1;86;12000.0;;;;;Sim
Apartamento;Barra da Tijuca;4;3;1;170;4200.0;2500.0;364.0;6700.0;80764.0;Sim
Apartamento;Copacabana;2;0;0;65;2200.0;829.0;152.0;3029.0;36500.0;Não
Apartamento;Ipanema;2;0;0;70;3750.0;700.0;500.0;4450.0;53900.0;Não
Apartamento;Lagoa;4;4;4;310;28000.0;4229.0;1708.0;32229.0;388456.0;Sim
Apartamento;Cachambi;2;1;0;45;1100.0;381.0;13.0;1481.0;17785.0;Não
Apartamento;Taquara;3;1;1;85;1200.0;720.0;108.0;1920.0;23148.0;Sim
Apartamento;Centro;1;0;0;37;1200.0;310.0;21.0;1510.0;18141.0;Não
Apartamento;Barra da Tijuca;3;2;1;112;3500.0;1500.0;211.0;5000.0;60211.0;Sim
Apartamento;Copacabana;3;2;1;170;8000.0;1900.0;500.0;9900.0;119300.0;Sim
Apartamento;Irajá;2;1;0;91;900.0;340.0;;1240.0;;Não
Loja/Salão;Tijuca;0;0;0;105;2900.0;;;;;Não
Apartamento;Leblon;3;1;1;220;8600.0;3300.0;;11900.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;103;990.0;1806.0;691.0;2796.0;34243.0;Não
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;900.0;320.0;;1220.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;75;1000.0;1212.0;252.0;2212.0;26796.0;Não
Apartamento;Recreio dos Bandeirantes;4;3;4;420;10000.0;1482.0;1000.0;11482.0;138784.0;Sim
Apartamento;Barra da Tijuca;3;2;1;85;3500.0;1410.0;265.0;4910.0;59185.0;Sim
Casa Comercial;Ipanema;0;0;0;280;35000.0;;;;;Não
Apartamento;Maracanã;2;1;1;50;1500.0;520.0;;2020.0;;Sim
Apartamento;Ipanema;3;1;1;125;6000.0;2000.0;262.0;8000.0;96262.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;88;1600.0;740.0;143.0;2340.0;28223.0;Sim
Apartamento;Flamengo;3;2;1;150;5900.0;1200.0;350.0;7100.0;85550.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;38;800.0;553.0;95.0;1353.0;16331.0;Não
Casa;Braz de Pina;2;0;0;27;900.0;;;;;Não
Apartamento;Barra da Tijuca;2;1;1;71;1900.0;490.0;80.0;2390.0;28760.0;Sim
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;1000.0;450.0;47.0;1450.0;17447.0;Não
Casa;Barra da Tijuca;4;0;2;400;5500.0;2619.0;;8119.0;;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;75;4000.0;1200.0;;5200.0;;Não
Casa de Condomínio;Barra da Tijuca;4;4;4;674;25000.0;2100.0;2000.0;27100.0;327200.0;Sim
Flat;Leblon;1;0;0;56;4300.0;1800.0;;6100.0;;Não
Apartamento;Barra da Tijuca;4;3;4;290;12000.0;4000.0;600.0;16000.0;192600.0;Sim
Apartamento;Cachambi;2;1;0;65;1200.0;450.0;14.0;1650.0;19814.0;Não
Apartamento;Riachuelo;1;0;0;35;850.0;;;;;Não
Apartamento;Centro;0;0;0;30;800.0;447.0;25.0;1247.0;14989.0;Não
Apartamento;Tijuca;3;1;1;115;2500.0;1200.0;;3700.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;245;20000.0;8570.0;1215.0;28570.0;344055.0;Não
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;5300.0;63800.0;Não
Apartamento;Pechincha;3;2;1;108;1300.0;798.0;116.0;2098.0;25292.0;Sim
Apartamento;Ipanema;3;2;0;101;3950.0;1700.0;258.0;5650.0;68058.0;Não
Apartamento;Barra da Tijuca;4;3;4;225;6500.0;2800.0;4300.0;9300.0;115900.0;Sim
Apartamento;Barra da Tijuca;2;1;1;89;2300.0;1450.0;205.0;3750.0;45205.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;71;2000.0;550.0;;2550.0;;Sim
Loja/Salão;Barra da Tijuca;0;2;0;200;9000.0;1460.0;1040.0;10460.0;126560.0;Não
Apartamento;Praça Seca;1;1;0;37;500.0;322.0;;822.0;;Não
Apartamento;Copacabana;1;0;0;35;5000.0;;;;;Não
Apartamento;Barra da Tijuca;4;3;4;227;14999.0;2250.0;370.0;17249.0;207358.0;Sim
Apartamento;Ipanema;3;1;1;130;8700.0;1900.0;300.0;10600.0;127500.0;Sim
Apartamento;Flamengo;3;1;1;250;9000.0;1650.0;583.0;10650.0;128383.0;Sim
Apartamento;Copacabana;3;1;3;270;8000.0;2000.0;524.0;10000.0;120524.0;Sim
Apartamento;Tijuca;3;1;0;56;2100.0;520.0;;2620.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;225;12000.0;5170.0;1053.0;17170.0;207093.0;Não
Apartamento;Leblon;4;2;4;200;9000.0;2710.0;994.0;11710.0;141514.0;Sim
Apartamento;Bonsucesso;3;0;0;81;1600.0;630.0;;2230.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;36;1300.0;1100.0;170.0;2400.0;28970.0;Não
Apartamento;Méier;2;1;0;75;800.0;597.0;;1397.0;;Não
Apartamento;Ipanema;3;2;1;120;4000.0;3200.0;;7200.0;;Sim
Conjunto Comercial/Sala;Pechincha;0;1;0;28;400.0;390.0;;790.0;;Não
Quitinete;Copacabana;1;0;0;25;1100.0;431.0;30.0;1531.0;18402.0;Não
Apartamento;Anil;4;2;1;149;2100.0;1340.0;1206.0;3440.0;42486.0;Sim
Apartamento;Pechincha;2;1;0;80;1000.0;380.0;;1380.0;;Não
Apartamento;Del Castilho;3;1;0;59;1300.0;100.0;26.0;1400.0;16826.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;430;13500.0;8000.0;22281.0;21500.0;280281.0;Não
Apartamento;Botafogo;3;2;2;130;4149.0;1357.0;325.0;5506.0;66397.0;Sim
Casa;Vargem Pequena;4;1;4;220;5200.0;400.0;;5600.0;;Sim
Apartamento;Barra da Tijuca;3;2;1;115;3200.0;1800.0;294.0;5000.0;60294.0;Sim
Apartamento;Flamengo;3;2;1;427;10000.0;4100.0;;14100.0;;Sim
Loja/Salão;Barra da Tijuca;0;21;0;485;60000.0;12535.0;7964.0;72535.0;878384.0;Não
Conjunto Comercial/Sala;São Cristóvão;0;0;0;12;1200.0;6.0;51.0;1206.0;14523.0;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;73;2200.0;769.0;165.0;2969.0;35793.0;Sim
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;490.0;450.0;525.0;940.0;11805.0;Não
Galpão/Depósito/Armazém;Méier;0;70;0;7700;80000.0;;10.0;;;Não
Apartamento;Copacabana;3;3;1;140;4800.0;1493.0;399.0;6293.0;75915.0;Sim
Apartamento;Laranjeiras;2;1;1;88;2500.0;837.0;188.0;3337.0;40232.0;Sim
Loja/Salão;Itanhangá;0;0;0;303;24240.0;9090.0;;33330.0;;Não
Loja/Salão;Barra da Tijuca;0;1;0;38;1400.0;320.0;285.0;1720.0;20925.0;Não
Apartamento;Recreio dos Bandeirantes;3;3;2;316;3000.0;800.0;300.0;3800.0;45900.0;Sim
Apartamento;Ipanema;3;1;3;180;30000.0;2200.0;1983.0;32200.0;388383.0;Sim
Casa;Vila Valqueire;2;1;0;93;1200.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;67;2500.0;1160.0;166.0;3660.0;44086.0;Não
Flat;Copacabana;1;1;0;55;2200.0;1400.0;135.0;3600.0;43335.0;Não
Apartamento;Ipanema;4;3;3;330;25000.0;1400.0;500.0;26400.0;317300.0;Sim
Apartamento;Ipanema;3;2;1;200;6300.0;2200.0;387.0;8500.0;102387.0;Sim
Apartamento;Laranjeiras;3;1;1;120;4000.0;1400.0;200.0;5400.0;65000.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;53;2300.0;760.0;290.0;3060.0;37010.0;Não
Apartamento;Copacabana;2;0;0;90;5000.0;1100.0;;6100.0;;Não
Apartamento;Ipanema;3;2;3;320;30000.0;7500.0;1514.0;37500.0;451514.0;Sim
Apartamento;Catete;2;1;1;65;2500.0;1050.0;68.0;3550.0;42668.0;Sim
Apartamento;Leblon;3;2;1;196;5700.0;1871.0;420.0;7571.0;91272.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;60;1500.0;616.0;78.0;2116.0;25470.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;245;25000.0;8571.0;1600.0;33571.0;404452.0;Não
Apartamento;Tijuca;3;3;1;152;5000.0;1337.0;350.0;6337.0;76394.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;88;1889.0;3396.0;172.0;5285.0;63592.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;29;500.0;351.0;84.0;851.0;10296.0;Não
Flat;Botafogo;2;1;1;70;3300.0;1510.0;286.0;4810.0;58006.0;Sim
Casa de Condomínio;Barra da Tijuca;4;3;4;381;9000.0;706.0;;9706.0;;Sim
Casa Comercial;Botafogo;12;2;1;380;15000.0;;1640.0;;;Sim
Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;923.0;13200.0;159323.0;Sim
Apartamento;Leblon;3;1;1;160;7800.0;1554.0;569.0;9354.0;112817.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;33;600.0;623.0;110.0;1223.0;14786.0;Não
Apartamento;Laranjeiras;2;1;0;60;1800.0;1000.0;76.0;2800.0;33676.0;Não
Loja/Salão;Flamengo;0;0;0;35;1300.0;830.0;220.0;2130.0;25780.0;Não
Apartamento;Flamengo;3;0;0;64;2750.0;600.0;;3350.0;;Não
Prédio Inteiro;Botafogo;0;0;0;800;44000.0;;5200.0;;;Não
Flat;Ipanema;1;1;0;50;2500.0;1581.0;;4081.0;;Não
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;987.0;516.0;4287.0;51960.0;Sim
Apartamento;Barra da Tijuca;1;1;0;67;3500.0;1300.0;;4800.0;;Não
Apartamento;Botafogo;3;0;0;100;3000.0;915.0;195.0;3915.0;47175.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;800.0;750.0;;1550.0;;Não
Apartamento;Barra da Tijuca;5;3;5;1200;24000.0;7000.0;5330.0;31000.0;377330.0;Sim
Apartamento;Ipanema;1;0;0;48;2100.0;586.0;155.0;2686.0;32387.0;Não
Apartamento;Botafogo;2;1;1;104;4650.0;1150.0;203.0;5800.0;69803.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;70;2990.0;;196.0;;;Não
Apartamento;Leblon;2;1;1;300;17000.0;1000.0;600.0;18000.0;216600.0;Sim
Apartamento;Freguesia (Jacarepaguá);2;2;1;53;1750.0;;;;;Sim
Apartamento;Barra da Tijuca;2;2;1;105;1500.0;2115.0;;3615.0;;Sim
Apartamento;Copacabana;1;0;1;46;1499.0;660.0;68.0;2159.0;25976.0;Sim
Apartamento;Barra da Tijuca;3;3;3;280;12000.0;2480.0;580.0;14480.0;174340.0;Sim
Casa;Quintino Bocaiúva;2;0;0;55;1000.0;71.0;;1071.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;31;800.0;364.0;77.0;1164.0;14045.0;Não
Casa de Condomínio;Leblon;4;2;0;800;30000.0;2000.0;1000.0;32000.0;385000.0;Não
Apartamento;Jardim Botânico;3;0;1;110;2700.0;1500.0;;4200.0;;Sim
Apartamento;Barra da Tijuca;3;1;1;96;2800.0;980.0;90.0;3780.0;45450.0;Sim
Apartamento;Botafogo;1;0;0;48;1600.0;500.0;25.0;2100.0;25225.0;Não
Apartamento;Andaraí;1;0;0;42;900.0;447.0;20.0;1347.0;16184.0;Não
Apartamento;Méier;2;1;0;60;1000.0;480.0;12.0;1480.0;17772.0;Não
Casa de Condomínio;Freguesia (Jacarepaguá);3;6;1;272;3000.0;472.0;259.0;3472.0;41923.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;30;500.0;622.0;94.0;1122.0;13558.0;Não
Apartamento;Lagoa;3;1;1;152;6500.0;1800.0;420.0;8300.0;100020.0;Sim
Apartamento;Usina;3;1;1;94;1700.0;860.0;77.0;2560.0;30797.0;Sim
Apartamento;Copacabana;5;2;1;280;13000.0;2245.0;296.0;15245.0;183236.0;Sim
Conjunto Comercial/Sala;Curicica;1;1;0;18;990.0;277.0;;1267.0;;Não
Casa;Todos os Santos;2;0;0;66;1300.0;100.0;;1400.0;;Não
Apartamento;Flamengo;2;0;0;90;2750.0;750.0;200.0;3500.0;42200.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;40;650.0;595.0;248.0;1245.0;15188.0;Não
Prédio Inteiro;Ramos;0;0;0;1200;9000.0;;237.0;;;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;100;2200.0;915.0;;3115.0;;Sim
Apartamento;Tijuca;2;1;0;80;2300.0;662.0;;2962.0;;Não
Apartamento;Jardim Botânico;2;1;1;80;2900.0;1350.0;160.0;4250.0;51160.0;Sim
Apartamento;Ipanema;4;2;4;240;19000.0;4340.0;902.0;23340.0;280982.0;Sim
Apartamento;Anil;2;1;0;55;1100.0;439.0;50.0;1539.0;18518.0;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1400.0;650.0;93.0;2050.0;24693.0;Sim
Apartamento;Barra da Tijuca;3;2;3;118;4000.0;1450.0;370.0;5450.0;65770.0;Sim
Apartamento;Ipanema;4;3;4;180;25000.0;3500.0;1000.0;28500.0;343000.0;Sim
Apartamento;Ipanema;3;1;1;120;4700.0;1600.0;171.0;6300.0;75771.0;Sim
Apartamento;Jacarepaguá;2;1;1;65;1100.0;550.0;;1650.0;;Sim
Apartamento;Ipanema;3;1;2;130;8000.0;2220.0;540.0;10220.0;123180.0;Sim
Loja/Salão;Tijuca;0;0;0;48;1950.0;4400.0;240.0;6350.0;76440.0;Não
Apartamento;Lagoa;3;2;1;165;7000.0;1598.0;395.0;8598.0;103571.0;Sim
Apartamento;Barra da Tijuca;4;2;1;260;6500.0;2370.0;730.0;8870.0;107170.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1600.0;702.0;137.0;2302.0;27761.0;Não
Conjunto Comercial/Sala;Ipanema;0;0;0;43;2000.0;758.0;484.0;2758.0;33580.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;35;1200.0;528.0;;1728.0;;Não
Apartamento;Lagoa;4;4;2;400;22000.0;2500.0;8000.0;24500.0;302000.0;Sim
Apartamento;Copacabana;1;0;0;40;1400.0;958.0;25.0;2358.0;28321.0;Não
Apartamento;Ipanema;3;1;1;160;7000.0;1630.0;420.0;8630.0;103980.0;Sim
Apartamento;Riachuelo;2;0;1;70;1300.0;328.0;;1628.0;;Sim
Apartamento;Freguesia (Jacarepaguá);2;1;0;62;1000.0;575.0;62.0;1575.0;18962.0;Não
Apartamento;Ipanema;4;4;3;450;35000.0;12815.0;3000.0;47815.0;576780.0;Sim
Apartamento;Copacabana;3;1;1;120;4500.0;900.0;;5400.0;;Sim
Casa de Vila;Campinho;2;1;0;71;1200.0;80.0;;1280.0;;Não
Conjunto Comercial/Sala;Cidade Nova;0;80;0;9600;576000.0;130020.0;;706020.0;;Não
Apartamento;Leblon;3;1;1;200;5500.0;1680.0;100.0;7180.0;86260.0;Sim
Apartamento;Ipanema;2;1;0;63;4000.0;610.0;1090.0;4610.0;56410.0;Não
Apartamento;Praça Seca;2;1;0;67;1000.0;477.0;36.0;1477.0;17760.0;Não
Flat;Ipanema;2;1;1;80;10900.0;3980.0;500.0;14880.0;179060.0;Sim
Loja/Salão;Leblon;0;0;0;40;6800.0;;;;;Não
Quitinete;Leblon;1;0;0;30;1600.0;560.0;29.0;2160.0;25949.0;Não
Conjunto Comercial/Sala;Del Castilho;0;1;0;26;900.0;408.0;56.0;1308.0;15752.0;Não
Apartamento;Lagoa;3;1;1;128;6000.0;1200.0;349.0;7200.0;86749.0;Sim
Apartamento;Leblon;1;1;0;81;5500.0;1520.0;509.0;7020.0;84749.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;308.0;;1108.0;;Não
Apartamento;Copacabana;4;1;1;206;5400.0;1900.0;388.0;7300.0;87988.0;Sim
Conjunto Comercial/Sala;Cacuia;0;0;0;300;8500.0;100.0;950.0;8600.0;104150.0;Não
Apartamento;São Conrado;3;1;1;130;6000.0;1980.0;433.0;7980.0;96193.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;215;12000.0;7759.0;1869.0;19759.0;238977.0;Não
Apartamento;Grajaú;2;1;1;110;1800.0;1100.0;150.0;2900.0;34950.0;Sim
Apartamento;Barra da Tijuca;3;2;2;200;9000.0;1700.0;550.0;10700.0;128950.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;39;500.0;1300.0;118.0;1800.0;21718.0;Não
Apartamento;Ipanema;3;1;1;170;5000.0;2300.0;600.0;7300.0;88200.0;Sim
Apartamento;Abolição;2;1;0;65;1300.0;280.0;;1580.0;;Não
Apartamento;Freguesia (Jacarepaguá);4;2;3;220;3300.0;1800.0;408.0;5100.0;61608.0;Sim
Apartamento;Copacabana;1;0;0;45;2000.0;396.0;;2396.0;;Não
Apartamento;Barra da Tijuca;2;1;1;78;2000.0;850.0;202.0;2850.0;34402.0;Sim
Casa;Quintino Bocaiúva;2;1;0;80;1500.0;;;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1200.0;909.0;208.0;2109.0;25516.0;Não
Apartamento;Barra da Tijuca;2;1;1;66;2290.0;917.0;;3207.0;;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1300.0;1040.0;;2340.0;;Não
Casa de Vila;Catete;6;1;1;132;4500.0;200.0;210.0;4700.0;56610.0;Sim
Apartamento;Botafogo;3;2;1;130;3200.0;1400.0;;4600.0;;Sim
Casa de Condomínio;Barra da Tijuca;5;3;5;775;25000.0;2134.0;20987.0;27134.0;346595.0;Sim
Apartamento;Urca;2;0;0;80;2600.0;530.0;84.0;3130.0;37644.0;Não
Apartamento;Flamengo;4;1;1;240;4500.0;1700.0;;6200.0;;Sim
Apartamento;Vila da Penha;2;0;0;60;1100.0;;;;;Não
Apartamento;Copacabana;1;0;0;59;1800.0;600.0;125.0;2400.0;28925.0;Não
Apartamento;Madureira;2;1;0;70;1000.0;550.0;;1550.0;;Não
Apartamento;Pechincha;3;1;1;76;1500.0;700.0;800.0;2200.0;27200.0;Sim
Loja Shopping/ Ct Comercial;Centro;0;0;0;91;20000.0;;1122.0;;;Não
Apartamento;Ipanema;4;1;4;500;24000.0;3100.0;;27100.0;;Sim
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;100;2000.0;200.0;100.0;2200.0;26500.0;Não
Apartamento;Centro;1;0;0;43;1000.0;400.0;18.0;1400.0;16818.0;Não
Apartamento;Lins de Vasconcelos;1;1;1;98;800.0;913.0;82.0;1713.0;20638.0;Sim
